username,user_metrics,location,text,created_at,id,lang,metrics,republican,clean_text,sentiment,,,,
Kapka73,"{'followers_count': 81, 'following_count': 391, 'tweet_count': 7023, 'listed_count': 0}",,"@TheVantasner @slavjew @DanCrenshawTX well, I'm glad that some of us can look in the mirror and point out our own warts. There are many democrats who have been doing this lately. I'm glad we have some self-aware members on our end.",2023-02-03 20:45:04+00:00,192,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 2}",FALSE,    well I be glad that some of we can look in the mirror and point out our own wart there be many democrat who have be do this lately I be glad we have some selfaware member on our end ,['positive'],,,,
CruellaDj,"{'followers_count': 6, 'following_count': 235, 'tweet_count': 438, 'listed_count': 0}",,"Excuse me, open your eyes! The democrats are RUINING our country! #FedUp https://t.co/rxmH89iMsB",2023-02-03 20:45:03+00:00,60130,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,excuse I open your eye the democrats be ruin our country   ,['negative'],,,,
Barbara34378154,"{'followers_count': 36, 'following_count': 230, 'tweet_count': 7983, 'listed_count': 0}",,@tonyposnanski @laurenboebert You’re the paid democrat propagandist so I say you need to go to the communist country you like so much,2023-02-03 20:45:03+00:00,74913,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 5}",FALSE,   you re the pay democrat propagandist so I say you need to go to the communist country you like so much ,['positive'],,,,
degreed_chick,"{'followers_count': 1672, 'following_count': 3751, 'tweet_count': 94142, 'listed_count': 290}",New York,Who has legitimate connections with the elected officials on a state level in PA? I am working on something and I need introductions. I’m willing to discuss what I need offline with individuals who have said connections. #politics #Pennsylvania #democrat #prisonreform #notguilty,2023-02-03 20:45:01+00:00,72387,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",FALSE,who have legitimate connection with the elect official on a state level in pa I be work on something and I need introduction I m willing to discuss what I need offline with individual who have say connection      ,['positive'],,,,
alexlloyd723,"{'followers_count': 4193, 'following_count': 5001, 'tweet_count': 120293, 'listed_count': 29}",Minnesota,@KosherBatman @RitchieTorres Yes. She apologized and denounced it and the Jewish Democrats accepted and there’s been no incident since then. What more can she do?,2023-02-03 20:44:56+00:00,54336,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",FALSE,   yes she apologize and denounce it and the jewish democrats accept and there s be no incident since then what more can she do ,['positive'],,,,
EarlGre31157692,"{'followers_count': 0, 'following_count': 0, 'tweet_count': 90, 'listed_count': 0}",,"@CoryMillsFL Yet the vast majority of Republicans voted against the Chip Act which will end our dependence on Chinese computer chips and bring jobs home.  Republicans don't care about the people.  They only care about fear mongering, holding power, and ""owning the libs.""",2023-02-03 20:54:24+00:00,97219,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  yet the vast majority of republicans vote against the chip act which will end our dependence on chinese computer chip and bring job home   republicans do not care about the people   they only care about fear monger hold power and own the libs ,['negative'],,,,
DonnaSm77910859,"{'followers_count': 357, 'following_count': 680, 'tweet_count': 7990, 'listed_count': 0}",California,"@ProjectLincoln @NikkiHaley @stuartpstevens @thereidout This is why I no longer donate  to the LP.  Many of u are still looking for an acceptable Republican.  U hid this in the beginning.  I gave and even rcvd Thank You glassware.

As soon as I wised up, I never gave u another cent.",2023-02-03 20:54:23+00:00,52864,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,     this be why I no long donate   to the lp   many of u be still look for an acceptable republican   u hide this in the beginning   I give and even rcvd thank you glasswarea soon as I wise up I never give u another cent ,['positive'],,,,
jamswft,"{'followers_count': 13711, 'following_count': 14138, 'tweet_count': 69112, 'listed_count': 117}",,"I wish they wouldn't push prayer down our throat. 
https://t.co/XuuknV17Sa",2023-02-03 20:54:22+00:00,48034,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,I wish they would not push prayer down our throat ,['positive'],,,,
hoopzdomination,"{'followers_count': 163, 'following_count': 789, 'tweet_count': 45054, 'listed_count': 9}",Texas,"@OklahomanSalty @dom_lucre It’s too late bud, people across the world look at the GOP as the party of terror. Republicans are universally known as the scum of American society https://t.co/gSxQZnXZfs",2023-02-03 20:54:22+00:00,77859,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,   its too late bud people across the world look at the gop as the party of terror republican be universally know as the scum of american society ,['negative'],,,,
ManMaytag,"{'followers_count': 688, 'following_count': 1472, 'tweet_count': 49652, 'listed_count': 2}",,@FrankMikeDavis1 He wasn’t a Republican,2023-02-03 20:54:21+00:00,88705,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  he be not a republican ,['negative'],,,,
healthpicker,"{'followers_count': 2346, 'following_count': 4849, 'tweet_count': 21119, 'listed_count': 1}",,"@DC_Draino You telling me the best that China can do to spy on USA is to send a balloon that was easily spotted.
Let us go to war with China over a fucking balloon. 
What is wrong with you Fascist Republican Magats.",2023-02-03 20:54:21+00:00,3424,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  you tell I the good that china can do to spy on usa be to send a balloon that be easily spottedlet we go to war with china over a fucking balloon what be wrong with you fascist republican magat ,['negative'],,,,
KittywardWard,"{'followers_count': 28, 'following_count': 86, 'tweet_count': 1492, 'listed_count': 0}",Ohio,@TomFitton Shut it down! Why Republicans gave they more money to build this makes no sense!!!,2023-02-03 20:54:21+00:00,57473,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  shut it down why republicans give they more money to build this make no sense ,['negative'],,,,
Barbtomko1,"{'followers_count': 5144, 'following_count': 3559, 'tweet_count': 319136, 'listed_count': 3}",Illinois,@MarkIKendrick As of 2022- a total of 66 million people receive Social Security benefits! As of 2021-64 million people receive Medicare! As usual maga repubs don’t care about their Republican voters! Ready to let them starve and go without health care for-? Big business tax cuts!,2023-02-03 20:54:20+00:00,92519,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'impression_count': 3}",TRUE,  as of   a total of   million people receive social security benefit as of   million people receive medicare as usual maga repub do not care about their republican voter ready to let they starve and go without health care for big business tax cut ,['positive'],,,,
stephenBlesofs4,"{'followers_count': 1, 'following_count': 144, 'tweet_count': 5508, 'listed_count': 0}",,"@SenatorRomney 1. Connect Republican Delay raising the  DEBT CEILING to jeopardizing our recovering economy (job growth..) OFFENSE that puts a radical House Rs on DEFENSE! 2. Call out Rs (eg Sen. Scott) for extreme, dangerous war advocating (China) statements.",2023-02-03 20:54:18+00:00,20256,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,   connect republican delay raise the   debt ceiling to jeopardize our recover economy job growth offense that put a radical house rs on defense   call out rs eg sen scott for extreme dangerous war advocate china statement ,['negative'],,,,
dawhite_0311,"{'followers_count': 287, 'following_count': 610, 'tweet_count': 33159, 'listed_count': 4}",Illinois,@kimguilfoyle Meanwhile Jared walks around with a suitcase full of money from the Saudis and no Republican seems to care. Hmm 🤔,2023-02-03 20:54:15+00:00,33377,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  meanwhile jar walk around with a suitcase full of money from the saudi and no republican seem to care hmm ,['positive'],,,,
AceWeiss,"{'followers_count': 86, 'following_count': 158, 'tweet_count': 21937, 'listed_count': 0}",Pennsylvania,"I hope this flies too. What I like here, and Biden and Harris know, why the GOP is nothing except paranoia and revenge. @Milbank @washingtonpost @PostOpinions https://t.co/aCwn5CUzey",2023-02-03 20:54:13+00:00,90625,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 3}",TRUE,I hope this fly too what I like here and biden and harris know why the gop be nothing except paranoia and revenge     ,['negative'],,,,
mrmikebones,"{'followers_count': 3642, 'following_count': 4998, 'tweet_count': 31187, 'listed_count': 6}",California,"@HouseGOP @RepStefanik Full List of 192 House Republicans Who Voted Against FDA Baby Formula Bill
https://t.co/VADBkEDsIn",2023-02-03 20:54:13+00:00,76737,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 2}",TRUE,   full list of   house republicans who vote against fda baby formula bill ,['negative'],,,,
Darrell34658922,"{'followers_count': 200, 'following_count': 850, 'tweet_count': 18881, 'listed_count': 0}",,"#BREAKING .. Republican knew the Biden job report would be shocking and used Trump and Ivanka connection to China to find a distraction.
It's not hard to see folks . https://t.co/5BC9evLIAu",2023-02-03 20:54:13+00:00,67552,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,   republican know the biden job report would be shocking and use trump and ivanka connection to china to find a distractionit not hard to see folk   ,['negative'],,,,
originald0llx,"{'followers_count': 12, 'following_count': 16, 'tweet_count': 1473, 'listed_count': 0}",,@MotiAnkari @Acyn @AOC You’re a racist Zionist republican and a shanda to our murdered ancestors,2023-02-03 20:54:12+00:00,71712,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,    you re a racist zionist republican and a shanda to our murder ancestor ,['negative'],,,,
TrickyViking2,"{'followers_count': 53, 'following_count': 235, 'tweet_count': 3899, 'listed_count': 2}",,@MamaBearP1 Republicans are pro mass shooting. This has to be the Democratic messaging.,2023-02-03 20:54:12+00:00,54400,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  republican be pro mass shoot this have to be the democratic messaging ,['negative'],,,,
PatrickJKiger,"{'followers_count': 510, 'following_count': 1103, 'tweet_count': 23386, 'listed_count': 34}",District of Columbia,"@HouseGOP @RepStefanik This is like arsonists complaining about the fire department's response. WaPo: Nearly 200 Republicans vote against bill to ease baby formula shortage
https://t.co/5LnMfdMq0z",2023-02-03 20:54:12+00:00,79265,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,   this be like arsonist complain about the fire department response wapo nearly   republicans vote against bill to ease baby formula shortage ,['negative'],,,,
rcb126,"{'followers_count': 7, 'following_count': 130, 'tweet_count': 721, 'listed_count': 0}",New Jersey,@smerconish Biden is receiving top secret briefings on it. We don't know what he knows so we'll just have to trust him. I'd say the same if a republican was in office,2023-02-03 20:54:11+00:00,68832,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,  biden be receive top secret briefing on it we do not know what he know so we will just have to trust he I would say the same if a republican be in office ,['positive'],,,,
FordPrefect747,"{'followers_count': 653, 'following_count': 799, 'tweet_count': 49528, 'listed_count': 5}",,"@GerardDalbon @CallaWalsh Republicans are the dumbest, most dishonest numb nuts in the world.

https://t.co/muOa171v1k",2023-02-03 20:54:11+00:00,8449,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,   republicans be the dumb most dishonest numb nut in the world ,['negative'],,,,
donna_henniger,"{'followers_count': 198, 'following_count': 364, 'tweet_count': 30368, 'listed_count': 4}",,"@RepMTG And endanger the people during the process???  Oh, that’s right, Republicans care nothing about the American people!",2023-02-03 20:54:10+00:00,21216,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  and endanger the people during the process   oh that s right republicans care nothing about the american people ,['positive'],,,,
OjoEscondido,"{'followers_count': 29, 'following_count': 79, 'tweet_count': 2327, 'listed_count': 0}",,@GOP 66% of Republicans disapprove of the job McCarthy and the Sedition Caucus are doing on the entire country.,2023-02-03 20:54:08+00:00,55488,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,   of republicans disapprove of the job mccarthy and the sedition caucus be do on the entire country ,['negative'],,,,
frankmonah,"{'followers_count': 928, 'following_count': 439, 'tweet_count': 66521, 'listed_count': 7}",,"@GOP I have always said Republicans just cycle through these 3 strategies

1) gaslighting
2) projection
3) fearmongering

BUT WHO COULD HAVE BELIEVED THEY WOULD PULL OFF A COMBO?

PROJECTING ABOUT GASLIGHTING

will they be able to pull off a ""turkey"" and fit fearmongering in? https://t.co/pwckzS4jh7",2023-02-03 20:54:07+00:00,37634,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,  I have always say republicans just cycle through these   strategy gaslighte projection fearmongeringbut who could have believe they would pull off a comboprojecting about gaslightingwill they be able to pull off a turkey and fit fearmongering in ,['positive'],,,,
garber11_mark,"{'followers_count': 548, 'following_count': 2290, 'tweet_count': 15078, 'listed_count': 2}",California,"Republicans pounce on Biden over appearance of Chinese spy balloon https://t.co/tQKkDD4oQt via @YahooNews 

Maybe Jefferson Davis Green can find Hunter Biden's laptop on the balloon",2023-02-03 20:54:05+00:00,42688,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,republicans pounce on biden over appearance of chinese spy balloon   via   maybe jefferson davis green can find hunter biden laptop on the balloon ,['negative'],,,,
thereidout,"{'followers_count': 592936, 'following_count': 2378, 'tweet_count': 96582, 'listed_count': 3101}",District of Columbia,"The GOP keeps making ugly statements trying to demonize China as a boogeyman, at a dangerous time when anti-Asian hatred and conspiracies are at the fore. More on our #ReidOutBlog: https://t.co/q1ceAxggwk",2023-02-03 20:54:05+00:00,91840,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 8}",TRUE,the gop keep make ugly statement try to demonize china as a boogeyman at a dangerous time when antiasian hatred and conspiracy be at the fore more on our   ,['negative'],,,,
SalvatoreChri18,"{'followers_count': 42, 'following_count': 148, 'tweet_count': 387, 'listed_count': 0}",New York,"Trump and Republicans are working with China and Russia to take pressure off them. Do you really think them idiot countries would go to Montana with out guidance. There traitors Trump and GOP,why do you think they put MTG in homeland security. Jan 6th all over again.",2023-02-03 20:54:03+00:00,89856,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,trump and republicans be work with china and russia to take pressure off they do you really think they idiot country would go to montana with out guidance there traitor trump and gopwhy do you think they put mtg in homeland security jan th all over again ,['negative'],,,,
BrodyAOconnell1,"{'followers_count': 1447, 'following_count': 3100, 'tweet_count': 1866, 'listed_count': 0}",New York,"@IAPolls2022 .#FAKENEWS: ""Republicans hold MASSIVE IGNORANCE on 5of5 most Important issues that the #GQP doesn’t give a crap! FakeGallup poll""

Which party do you trust 2handle:

⦿ Immigration: GOP -00
⦿ The Economy: GOP -00
⦿ Crime: GOP -00
⦿ Gun policy: GOP - 00
⦿ Abortion: GOP -00 https://t.co/wk5EhiS7Wo",2023-02-03 20:54:02+00:00,58337,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'impression_count': 7}",TRUE,   republicans hold massive ignorance on of most important issue that the   do not give a crap fakegallup pollwhich party do you trust handle immigration gop   the economy gop   crime gop   gun policy gop    abortion gop   ,['negative'],,,,
aztexan45,"{'followers_count': 22, 'following_count': 25, 'tweet_count': 201, 'listed_count': 1}",,@ClayTravis The next Republican presidential candidate should shoot it down over his state to show who cares about America’s security.,2023-02-03 20:54:02+00:00,48992,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,  the next republican presidential candidate should shoot it down over his state to show who care about america security ,['negative'],,,,
cesar007X,"{'followers_count': 20, 'following_count': 86, 'tweet_count': 9462, 'listed_count': 0}",Texas,"@itsJeffTiedrich You know Who, MAGA Republicans. These idiots are breeding more idiots.",2023-02-03 20:54:01+00:00,29281,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  you know who maga republican these idiot be breed more idiot ,['negative'],,,,
Marephaneuf16,"{'followers_count': 22, 'following_count': 212, 'tweet_count': 658, 'listed_count': 0}",US,@Rep_Clyde People die in mass shootings and the republicans do nothing but wear AR15 pins.  Talk about a slap in the face!,2023-02-03 20:54:00+00:00,30528,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  people die in mass shooting and the republicans do nothing but wear ar pin   talk about a slap in the face ,['negative'],,,,
JackTzu6,"{'followers_count': 350, 'following_count': 285, 'tweet_count': 15846, 'listed_count': 0}",,"Republicans
 are responsible for all mass shootings ! https://t.co/heY8Sgvgoz",2023-02-03 20:54:00+00:00,5121,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,republican be responsible for all mass shooting   ,['positive'],,,,
soma77,"{'followers_count': 196, 'following_count': 24, 'tweet_count': 34955, 'listed_count': 4}",Nevada,"In Attempt To Clear Up GOP Stance On Spending Cuts, Roy Declares Military Should Be ‘Killing People And Blowing Stuff Up’ https://t.co/VAc3KFSNYA Republicans are ignorant and a danger to USA, to save our country vote them out of office locally and nationally",2023-02-03 20:54:00+00:00,32,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,in attempt to clear up gop stance on spending cut roy declare military should be kill people and blow stuff up   republicans be ignorant and a danger to usa to save our country vote they out of office locally and nationally ,['negative'],,,,
NotARichWhinger,"{'followers_count': 4, 'following_count': 23, 'tweet_count': 644, 'listed_count': 0}",,"@fredgeck @RepRaskin Tell us what you think about boebert, Jordan, Greene, and the other republican predators, traitors, and terrorists...",2023-02-03 20:53:59+00:00,28896,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,   tell we what you think about boebert jordan greene and the other republican predator traitor and terrorist ,['negative'],,,,
CaridadGatell,"{'followers_count': 2, 'following_count': 58, 'tweet_count': 135, 'listed_count': 0}",,"@laurenboebert But WHAT ARE the REPUBLICANS, DOING  NOTHING, AND YESSSSS THE NEFASTIC CHINESE, TAKING CONTROL, OF THIS GREAT COUNTRY, THIS NEED, A INVESTIGATION, LIKE YESTERDAY.",2023-02-03 20:53:58+00:00,57984,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  but what be the republicans do   nothing and yesssss the nefastic chinese take control of this great country this need a investigation like yesterday ,['positive'],,,,
CommodoreNelson,"{'followers_count': 1094, 'following_count': 266, 'tweet_count': 43110, 'listed_count': 13}",North Carolina,Republicans need to pivot on the debt limit. Here’s a winning demand. https://t.co/FQiMEb6e2v,2023-02-03 20:53:58+00:00,46977,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,republicans need to pivot on the debt limit here a win demand ,['positive'],,,,
ILoveTwice2015,"{'followers_count': 7, 'following_count': 112, 'tweet_count': 756, 'listed_count': 0}",,"@Baren94817960 @zazzybritches Damn, no wonder your republican you aren't that  bright",2023-02-03 20:53:58+00:00,89568,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,   damn no wonder your republican you be not that   bright ,['negative'],,,,
rampagedove,"{'followers_count': 88, 'following_count': 530, 'tweet_count': 7020, 'listed_count': 0}",,@fjm1947 @electMikeHarvey @laurenboebert But it was flying over a republican ran area. Why not as the republican governor…shoot it down?,2023-02-03 20:53:58+00:00,87111,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,    but it be fly over a republican ran area why not as the republican governorshoot it down ,['negative'],,,,
milruby27,"{'followers_count': 381, 'following_count': 1365, 'tweet_count': 18053, 'listed_count': 1}",,"@Strandjunker Republicans- It’s Joe Biden’s fault.

In 1945, a Japanese Balloon Bomb Killed Six Americans, Five of Them Children, in Oregon In 1945, a Japanese Balloon Bomb Killed Six Americans, Five of Them Children, in Oregon https://t.co/lEG5kGGT9u",2023-02-03 20:53:57+00:00,61216,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  republican its joe bidens faultin   a japanese balloon bomb kill six americans five of they child in oregon in   a japanese balloon bomb kill six americans five of they child in oregon ,['negative'],,,,
jab5166,"{'followers_count': 82, 'following_count': 33, 'tweet_count': 13099, 'listed_count': 1}",,@atrupar Do any of the republicans in congress have any freaking brains?,2023-02-03 20:53:57+00:00,41442,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  do any of the republicans in congress have any freaking brain ,['negative'],,,,
MartyDouglas11,"{'followers_count': 2392, 'following_count': 2960, 'tweet_count': 79134, 'listed_count': 3}",Colorado,@OldManLefty1 @antipandemonium and what little kevin says is just more republican bs https://t.co/j4cdnhAvNo,2023-02-03 20:53:57+00:00,81153,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,   and what little kevin say be just more republican b ,['negative'],,,,
SlayKing911,"{'followers_count': 545, 'following_count': 737, 'tweet_count': 13639, 'listed_count': 2}",Florida,"@OccupyDemocrats McCarthy is just doing what republicans do which is lie, and create conflicts amongst their colleagues on the otherside. Another point I've already made was just how big a hypocrite he is and how he contradicts everything that comes out his mouth.",2023-02-03 20:53:56+00:00,93186,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  mccarthy be just do what republicans do which be lie and create conflict amongst their colleague on the otherside another point I have already make be just how big a hypocrite he be and how he contradict everything that come out his mouth ,['negative'],,,,
LeeBees1965,"{'followers_count': 12, 'following_count': 24, 'tweet_count': 703, 'listed_count': 0}",California,@IngrahamAngle How do you know what it is? did you go up there and determine it is indeed just a balloon. I'm a republican. You are stupid today Laura. Stop talking.,2023-02-03 20:53:56+00:00,3232,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  how do you know what it be do you go up there and determine it be indeed just a balloon I be a republican you be stupid today laura stop talk ,['negative'],,,,
Gumballchan,"{'followers_count': 6, 'following_count': 19, 'tweet_count': 1442, 'listed_count': 2}",,@RichardMccrar20 @NiaPere98304469 @thecjpearson no we call people that when they target people specifically for their skin color. Like when the Republicans removed Ilhan Omar they say it was for other reasons but let’s be real it was because she was Muslim,2023-02-03 20:53:53+00:00,3141,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,    no we call people that when they target people specifically for their skin color like when the republicans remove ilhan omar they say it be for other reason but let be real it be because she be muslim ,['negative'],,,,
felinesfor420,"{'followers_count': 37721, 'following_count': 36374, 'tweet_count': 8499, 'listed_count': 8}",,Republicans say if Joe Biden's economy stays strong they'll have to lie&amp; cheat even more than usual to get republicans elected,2023-02-03 20:53:52+00:00,15746,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 4}",TRUE,republican say if joe biden economy stay strong they will have to lieamp cheat even more than usual to get republican elect ,['positive'],,,,
SandiAnthony1,"{'followers_count': 900, 'following_count': 1594, 'tweet_count': 76002, 'listed_count': 5}",California,"@FoxNews Yeah, Republicans are trying to deflect from the amazing job numbers that came out this morning. If it isn’t Hunter’s laptop, it’s a Chinese balloon. https://t.co/PWk3zbT7AH",2023-02-03 20:53:51+00:00,23872,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  yeah republicans be try to deflect from the amazing job number that come out this morning if it be not hunter laptop its a chinese balloon ,['positive'],,,,
locnar1701,"{'followers_count': 97, 'following_count': 193, 'tweet_count': 4737, 'listed_count': 6}",Texas,Ask a #republican to define Idolatry.  Ask how the #guns could fit into that definition.  Ask if they know what the 10 Commandments are.,2023-02-03 20:53:50+00:00,65826,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,ask a   to define idolatry   ask how the   could fit into that definition   ask if they know what the   commandment be ,['positive'],,,,
HelenSh68595041,"{'followers_count': 103, 'following_count': 173, 'tweet_count': 14242, 'listed_count': 0}",,Creep Republican. https://t.co/QljBF51ukU,2023-02-03 20:53:50+00:00,76707,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,creep republican ,['negative'],,,,
sailEbeD,"{'followers_count': 533, 'following_count': 1338, 'tweet_count': 37431, 'listed_count': 0}",Texas,"YO, REPUBLICANS,
It's spelled BALLOON, not ""ballon"". 🤣
#Balloon #balloongate #spyballoon",2023-02-03 20:53:50+00:00,38721,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,yo republicansit spell balloon not ballon    ,['negative'],,,,
Trump_LostBigly,"{'followers_count': 87, 'following_count': 203, 'tweet_count': 5306, 'listed_count': 5}",Florida,"@ThomasJ54915624 @dbongino @GinnyMarvin @RepKenBuck @JudiciaryGOP @RepJamesComer @Jim_Jordan @GoogleAds I love how you assume that anybody that hates trump is a liberal.

I happen to be a TAMPA BAY REPUBLICAN!!

Oh and I am debt free so I don't cry about the price of gas, eggs or anything!!

Unlike you pathetic trailer park MAGAts!! https://t.co/SLjZ6Dcfps",2023-02-03 20:53:47+00:00,79169,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 2}",TRUE,         I love how you assume that anybody that hate trump be a liberali happen to be a tampa bay republicanoh and I be debt free so I do not cry about the price of gas egg or anythingunlike you pathetic trailer park magat ,['negative'],,,,
steve90232052,"{'followers_count': 12, 'following_count': 18, 'tweet_count': 3355, 'listed_count': 1}",,@FoxNews Could be full of ricin or a horrible virus. Drop it on Republicans.,2023-02-03 20:53:44+00:00,87553,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  could be full of ricin or a horrible virus drop it on republicans ,['negative'],,,,
BrianM70923520,"{'followers_count': 94, 'following_count': 121, 'tweet_count': 23012, 'listed_count': 0}",,"@DougWahl1 A lawsuit against someone that shot 3 people?

Of course.

These people would be alive if Kyle stayed home.

Easy math, even for republicans",2023-02-03 20:53:44+00:00,99488,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  a lawsuit against someone that shoot   peopleof coursethese people would be alive if kyle stay homeeasy math even for republicans ,['positive'],,,,
coachzio,"{'followers_count': 96, 'following_count': 266, 'tweet_count': 9367, 'listed_count': 3}",,@mtgreenee Republicans are losers. https://t.co/iWBGwsQUjO,2023-02-03 20:53:44+00:00,76480,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  republicans be loser ,['negative'],,,,
keenethery,"{'followers_count': 1477, 'following_count': 1337, 'tweet_count': 35813, 'listed_count': 5}",,"@nklslick With Republican house and bare minimum for senate, nope.",2023-02-03 20:53:42+00:00,71264,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  with republican house and bare minimum for senate nope ,['negative'],,,,
